cas;H;He;Li;Be;B;C;N;O;F;Na;Mg;Al;Si;P;S;Cl;Ar;K;Ca;Sc;Ti;V;Cr;Mn;Fe;Co;Ni;Cu;Zn;Ga;Ge;As;Se;Br;Kr;Rb;Sr;Y;Zr;Nb;Mo;Tc;Ru;Rh;Pd;Ag;Cd;In;Sn;Sb;Te;I;Xe;Cs;Ba;La;Ce;Pr;Nd;Pm;Sm;Eu;Gd;Tb;Dy;Ho;Er;Tm;Yb;Hf;Ta;W;Re;Os;Ir;Pt;Au;Hg;Tl;Pb;Bi;Po;At;Rn;Ra;Ac;Th;Pa;U;Np;Pu;Am;Cm
026225-79-6;0.063364788;;;;;0.54530247;;0.279368727;;;;;;;0.111964015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027314-13-2;0.029874613;;;;;0.474634884;0.138377546;0.052685618;0.187688471;;;;;;;0.116738869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027314-13-2;0.029874613;;;;;0.474634884;0.138377546;0.052685618;0.187688471;;;;;;;0.116738869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027314-13-2;0.029874613;;;;;0.474634884;0.138377546;0.052685618;0.187688471;;;;;;;0.116738869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027314-13-2;0.029874613;;;;;0.474634884;0.138377546;0.052685618;0.187688471;;;;;;;0.116738869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027314-13-2;0.029874613;;;;;0.474634884;0.138377546;0.052685618;0.187688471;;;;;;;0.116738869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027314-13-2;0.029874613;;;;;0.474634884;0.138377546;0.052685618;0.187688471;;;;;;;0.116738869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
029104-30-1;0.049874379;;;;;0.594286877;0.038502559;0.219890927;;;;;;;;0.097445257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
029973-13-5;0.067108732;;;;;0.586406931;0.062168784;0.142020186;;;;;;;0.142295367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031895-21-3;0.061148183;;;;;0.33119175;0.077245905;;;;;;;;0.530414162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
032809-16-8;0.039023566;;;;;0.549536138;0.049296816;0.112615086;;;;;;;;0.249528395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
033629-47-9;0.071673568;;;;;0.569359279;0.142280566;0.216686587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
034123-59-6;0.087954278;;;;;0.698689702;0.135799776;0.077556244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
034205-21-5;0.05653026;;;;;0.531786465;0.165375806;0.141670996;;;;;;;;0.104636473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
034256-82-1;0.074730603;;;;;0.623325883;0.0519222;0.118612591;;;;;;;;0.131408724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
034622-58-7;0.062565949;;;;;0.559136615;0.054337875;0.062065514;;;;;;;0.124371547;0.1375225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
034681-23-7;0.063493492;;;;;0.378283894;0.12604214;0.287934347;;;;;;;0.144246127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
035256-85-0;0.099350775;;;;;0.772064023;0.060024426;0.068560776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
035554-44-0;0.047486532;;;;;0.56583406;0.094266419;0.05383624;;;;;;;;0.23857675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
036734-19-7;0.039689246;;;;;0.472924144;0.127272727;0.145372768;;;;;;;;0.214741114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
039515-41-8;0.066348053;;;;;0.756208683;0.040085282;0.137357983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
040596-69-8;0.110384633;;;;;0.735024704;;0.154590663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
040843-25-2;0.036973074;;;;;0.5506989;;0.195612504;;;;;;;;0.216715522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
041198-08-7;0.040468302;;;;;0.353618549;;0.128462769;;;;;;0.082900499;0.085807788;0.094881038;;;;;;;;;;;;;;;;;;0.213861056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
041394-05-2;0.049847441;;;;;0.593965888;0.277068694;0.079117977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
041483-43-6;0.076455344;;;;;0.493467543;0.177068453;0.15168763;;;;;;;0.101321029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
042576-02-3;0.026516392;;;;;0.491494411;0.040940817;0.233815999;;;;;;;;0.207232381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
042874-03-3;0.030655137;;;;;0.4981045;0.038725334;0.176930567;0.157575391;;;;;;;0.098009072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
050471-44-8;0.031708306;;;;;0.503767808;0.048957037;0.167758329;;;;;;;;0.24780852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
050563-36-5;0.070946501;;;;;0.610548913;0.054770042;0.125118283;;;;;;;;0.138616262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
051276-47-2;0.076302455;;;;;0.303065075;0.141371493;0.322953168;;;;;;0.156307809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
051338-27-3;0.041361846;;;;;0.563262052;;0.187570343;;;;;;;;0.207805759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
051707-55-2;0.03661294;;;;;0.490801362;0.254383655;0.072640182;;;;;;;0.145561862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
052315-07-8;0.046005506;;;;;0.63474242;0.03364657;0.115294813;;;;;;;;0.170310691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
052888-80-9;0.084204497;;;;;0.668902255;0.05571865;0.063642656;;;;;;;0.127531943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
052918-63-5;0.037909288;;;;;0.523038127;0.027725324;0.09500481;;;;;;;;;;;;;;;;;;;;;;;;;;0.316322451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
055179-31-2;0.068709009;;;;;0.711925387;0.124535079;0.094830524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
055219-65-3;0.061345586;;;;;0.568535367;0.142074674;0.108186512;;;;;;;;0.119857861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
055283-68-6;0.0423444;;;;;0.468521941;0.126088012;0.192026093;0.171019554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
055285-14-8;0.084762198;;;;;0.631249228;0.073615086;0.126126339;;;;;;;0.084247149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
055290-64-7;0.047940189;;;;;0.342743815;;0.304363128;;;;;;;0.304952868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
055335-06-3;0.015721566;;;;;0.327832865;0.054616065;0.187149803;;;;;;;;0.4146797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
055512-33-9;0.061185226;;;;;0.602269638;0.073932148;0.08444638;;;;;;;0.084610005;0.093556602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
057646-30-7;0.063555694;;;;;0.677592237;0.04648207;0.212369998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
057837-19-1;0.075779706;;;;;0.644975943;0.050143913;0.229100438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
057966-95-7;0.050862339;;;;;0.424241354;0.282709832;0.242186475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
060207-31-0;0.036942883;;;;;0.480217499;0.140005131;0.106610604;;;;;;;;0.236223883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061213-25-0;0.032295974;;;;;0.461793976;0.044877947;0.051260246;0.182610693;;;;;;;0.227161164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
063837-33-2;0.067120797;;;;;0.719810623;;0.213068579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
064902-72-3;0.033809525;;;;;0.4028633;0.195754803;0.178875196;;;;;;;0.089610894;0.099086282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
066063-05-6;0.064371731;;;;;0.693981876;0.085190366;0.04865284;;;;;;;;0.107803187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
066215-27-8;0.060654199;;;;;0.433641418;0.505704383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
066246-88-6;0.053204966;;;;;0.549443318;0.147865467;;;;;;;;;0.249486248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
066332-96-5;0.049883208;;;;;0.631541585;0.043323047;0.098968434;0.176283725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
066441-23-4;0.044579825;;;;;0.597598527;0.038717114;0.221116265;;;;;;;;0.097988269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
066841-25-6;0.028799394;;;;;0.397348026;0.021062714;0.07217442;;;;;;;;;;;;;;;;;;;;;;;;;;0.480615446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
067129-08-2;0.058066189;;;;;0.605410582;0.15128964;0.057601745;;;;;;;;0.127631844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
067306-00-7;0.114267326;;;;;0.834512038;0.051220636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
067306-03-0;0.109604929;;;;;0.791525256;0.046153086;0.052716729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
067747-09-5;0.04281823;;;;;0.478320085;0.111561559;0.084951495;;;;;;;;0.282348631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
068694-11-1;0.043730993;;;;;0.521084283;0.121535718;0.046273291;0.164845047;;;;;;;0.102530668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
069327-76-0;0.075903614;;;;;0.62917758;0.137575301;0.052380173;;;;;;;0.104963332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
069377-81-7;0.01976266;;;;;0.32967959;0.10984745;0.188204042;0.074495828;;;;;;;0.27801043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
071048-69-6;;;;;;0.206808086;0.24117566;;;;;;;;0.552016254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
071626-11-4;0.071245944;;;;;0.738211722;0.043044424;0.14749791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
071751-41-2;0.082634733;;;;;0.658743771;;0.258621496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
074070-46-5;0.034277294;;;;;0.544582774;0.105847014;0.181350009;;;;;;;;0.133942909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
074115-24-5;0.026601044;;;;;0.554696417;0.184821835;;;;;;;;;0.233880704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
074223-64-6;0.039647265;;;;;0.440928984;0.18364393;0.251712935;;;;;;;0.084066886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
074738-17-3;0.025510053;;;;;0.557277409;0.11816115;;;;;;;;;0.299051387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
076578-14-8;0.045965049;;;;;0.612140395;0.075143842;0.171660788;;;;;;;;0.095089926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
077501-60-1;0.021615789;;;;;0.457896377;0.033374378;0.266844918;0.135802077;;;;;;;0.084466461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
077501-90-7;0.029266514;;;;;0.482857281;0.031283277;0.250125512;0.127293277;;;;;;;0.079174139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
077732-09-3;0.065193958;;;;;0.604201101;0.100658264;0.229946678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
078587-05-0;0.059986908;;;;;0.578635048;0.079387435;0.090677488;;;;;;;0.090853187;0.100459934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
079241-46-6;0.052586657;;;;;0.59527522;0.036536771;0.166931335;0.148670017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
079277-27-3;0.033826813;;;;;0.372063967;0.180789137;0.247799992;;;;;;;0.16552009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
079538-32-2;0.03370144;;;;;0.487627256;;0.076415722;0.317596;;;;;;;0.084659583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
079622-59-6;0.008669301;;;;;0.335726838;0.120467157;0.137599346;0.245093555;;;;;;;0.152443804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
079983-71-4;0.054536775;;;;;0.535164381;0.1337354;0.050918176;;;;;;;;0.225645269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
080060-09-9;0.08387288;;;;;0.71832015;0.072842723;0.041601011;;;;;;;0.083363236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
080443-41-0;0.072041634;;;;;0.624308854;0.136510711;0.051974843;;;;;;;;0.115163958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
081334-34-1;0.057868731;;;;;0.597605643;0.160826849;0.183698776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
081406-37-3;0.057640403;;;;;0.490588773;0.076282041;0.130695692;0.051732597;;;;;;;0.193060495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
081412-43-3;0.132129185;;;;;0.767019464;0.04707808;0.053773271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
081591-81-3;0.065766895;;;;;0.293871345;0.057117863;0.326204288;;;;;;0.126305069;0.130734539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
081777-89-1;0.058873838;;;;;0.601304136;0.058435788;0.133492422;;;;;;;;0.147893817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
082097-50-5;0.040137175;;;;;0.418478829;0.174293593;0.199080687;;;;;;;0.079786572;0.088223144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
082657-04-3;0.052441375;;;;;0.653277737;;0.07566825;0.134781166;;;;;;;0.083831472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
083055-99-6;0.044210419;;;;;0.468263966;0.136520135;0.272886762;;;;;;;0.078118718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
083121-18-0;0.015869533;;;;;0.441224458;0.073506797;0.083960537;0.19940198;;;;;;;0.186036693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
083130-01-2;0.063075059;;;;;0.51107568;0.105177661;0.160180615;;;;;;;0.160490984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
083164-33-4;0.028120648;;;;;0.578768481;0.071047243;0.081151198;0.24091243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
084087-01-4;0.020821714;;;;;0.496209539;0.057867014;0.132193097;;;;;;;;0.292908636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
084332-86-5;0.033384217;;;;;0.470121909;0.042172864;0.240852309;;;;;;;;0.213468701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
085509-19-9;0.047939306;;;;;0.60931112;0.133231322;;0.120472258;;;;0.089045993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
086479-06-3;0.017487043;;;;;0.416739837;0.06074926;0.104083038;0.24719189;;;;;;;0.153748931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
087130-20-9;0.079184513;;;;;0.629024596;0.052396895;0.239393996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
087674-68-8;0.065788949;;;;;0.522613138;0.050788459;0.11602264;;;;;;;0.116247448;0.128539365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
